Start Time: 6/2/2024 3:33:35 PM
RDT Sample Rate: 500
Force Units: 1
Counts per Unit Force: 1000000
Torque Units: 2
Counts per Unit Torque: 1000000
Status (hex), RDTSequence, F/T Sequence, Fx , Fy , Fz , Tx , Ty , Tz , Time 
0x0, 80003, 2570, 0.210638, -0.139023, 3.751622, 0.013192, 0.006967999, -0.002027001, 15:33:36.986
0x0, 80004, 2571, 0.225361, -0.130192, 3.722679, 0.013469, 0.007071003, -0.002281003, 15:33:36.986
0x0, 80005, 2572, 0.213792, -0.143992, 3.756372, 0.013151, 0.007139005, -0.001835, 15:33:36.986
0x0, 80006, 2573, 0.217638, -0.130733, 3.763243, 0.01275, 0.007311001, -0.001843002, 15:33:36.986
0x0, 80007, 2574, 0.20556, -0.147012, 3.745275, 0.01269799, 0.007089004, -0.002139002, 15:33:36.986
0x0, 80008, 2575, 0.211907, -0.123763, 3.735886, 0.012722, 0.007357001, -0.002444003, 15:33:36.986
0x0, 80009, 2576, 0.207203, -0.152613, 3.739686, 0.012874, 0.007362001, -0.002670001, 15:33:36.986
0x0, 80010, 2577, 0.218319, -0.127445, 3.741862, 0.012693, 0.006987005, -0.002098002, 15:33:36.986
0x0, 80011, 2578, 0.214224, -0.132751, 3.766934, 0.01312, 0.007610001, -0.002253, 15:33:36.986
0x0, 80012, 2579, 0.239965, -0.147527, 3.765718, 0.013343, 0.007702999, -0.002304003, 15:33:36.986
0x0, 80013, 2580, 0.231592, -0.125369, 3.760162, 0.013641, 0.007696003, -0.002519, 15:33:36.986
0x0, 80014, 2581, 0.209527, -0.160546, 3.765648, 0.012979, 0.007688001, -0.002323002, 15:33:36.986
0x0, 80015, 2582, 0.216188, -0.149983, 3.741959, 0.012537, 0.006928004, -0.002573002, 15:33:36.986
0x0, 80016, 2583, 0.213343, -0.130391, 3.753292, 0.013165, 0.006694004, -0.002050001, 15:33:36.986
0x0, 80017, 2584, 0.21581, -0.139259, 3.728463, 0.013113, 0.006498002, -0.002258003, 15:33:36.986
0x0, 80018, 2585, 0.213428, -0.142789, 3.76905, 0.012053, 0.006598003, -0.002496, 15:33:36.986
0x0, 80019, 2586, 0.207073, -0.130644, 3.762045, 0.012493, 0.007623002, -0.002286002, 15:33:36.986
0x0, 80020, 2587, 0.215197, -0.131621, 3.763194, 0.01264299, 0.007499002, -0.002995003, 15:33:36.986
0x0, 80021, 2588, 0.210356, -0.149525, 3.744868, 0.013146, 0.007989004, -0.002282001, 15:33:36.986
0x0, 80022, 2589, 0.216542, -0.147635, 3.769814, 0.014043, 0.007716, -0.002883002, 15:33:36.986
0x0, 80023, 2590, 0.225462, -0.138396, 3.753431, 0.013274, 0.007143006, -0.002218001, 15:33:37.002
0x0, 80024, 2591, 0.215117, -0.130903, 3.78044, 0.013095, 0.007532001, -0.002025001, 15:33:37.002
0x0, 80025, 2592, 0.218969, -0.14401, 3.768268, 0.01309299, 0.007128, -0.002424002, 15:33:37.002
0x0, 80026, 2593, 0.195072, -0.150833, 3.765492, 0.012277, 0.007220998, -0.002161, 15:33:37.002
0x0, 80027, 2594, 0.207433, -0.151788, 3.779991, 0.012321, 0.007123999, -0.001825001, 15:33:37.002
0x0, 80028, 2595, 0.202126, -0.140774, 3.775497, 0.012607, 0.007627003, -0.002094001, 15:33:37.002
0x0, 80029, 2596, 0.203704, -0.149508, 3.76041, 0.013154, 0.007472001, -0.002011999, 15:33:37.002
0x0, 80030, 2597, 0.211893, -0.14641, 3.75034, 0.012779, 0.007885002, -0.002047002, 15:33:37.002
0x0, 80031, 2598, 0.217032, -0.142703, 3.753314, 0.013069, 0.007066004, -0.002519, 15:33:37.002
0x0, 80032, 2599, 0.216953, -0.15271, 3.728206, 0.012812, 0.007360004, -0.001947001, 15:33:37.002
0x0, 80033, 2600, 0.205895, -0.156916, 3.755639, 0.01277599, 0.007095002, -0.002320003, 15:33:37.002
0x0, 80034, 2601, 0.198458, -0.149319, 3.752913, 0.01303, 0.007416002, -0.002535, 15:33:37.002
0x0, 80035, 2602, 0.220154, -0.146641, 3.760399, 0.01284, 0.006995998, -0.002366003, 15:33:37.002
0x0, 80036, 2603, 0.194698, -0.143195, 3.754814, 0.012476, 0.007380001, -0.002158001, 15:33:37.002
0x0, 80037, 2604, 0.202205, -0.140087, 3.755262, 0.011847, 0.007437006, -0.001804002, 15:33:37.002
0x0, 80038, 2605, 0.211723, -0.156337, 3.770929, 0.012691, 0.007617004, -0.001577001, 15:33:37.002
0x0, 80039, 2606, 0.210534, -0.14894, 3.78024, 0.012579, 0.008256003, -0.001798, 15:33:37.002
0x0, 80040, 2607, 0.211789, -0.153872, 3.788016, 0.01330899, 0.007787004, -0.001734, 15:33:37.002
0x0, 80041, 2608, 0.235841, -0.14686, 3.766152, 0.013184, 0.007122003, -0.002299, 15:33:37.002
0x0, 80042, 2609, 0.223228, -0.147947, 3.759928, 0.01314, 0.007162005, -0.002178002, 15:33:37.002
0x0, 80043, 2610, 0.210271, -0.121385, 3.760218, 0.013124, 0.006609999, -0.002342001, 15:33:37.002
0x0, 80044, 2611, 0.212912, -0.133489, 3.751422, 0.012659, 0.006239004, -0.002116002, 15:33:37.002
0x0, 80045, 2612, 0.191645, -0.151708, 3.761621, 0.012004, 0.007181004, -0.002512001, 15:33:37.002
0x0, 80046, 2613, 0.211984, -0.115287, 3.751181, 0.013368, 0.007190004, -0.002243001, 15:33:37.002
0x0, 80047, 2614, 0.203034, -0.122619, 3.754784, 0.013571, 0.007440999, -0.002569001, 15:33:37.002
0x0, 80048, 2615, 0.231679, -0.1225, 3.746229, 0.0132, 0.007316001, -0.002756, 15:33:37.400
0x0, 80049, 2616, 0.229872, -0.139487, 3.766986, 0.013432, 0.007968001, -0.002473, 15:33:37.400
0x0, 80050, 2617, 0.215994, -0.140103, 3.770893, 0.01313, 0.008104004, -0.001152001, 15:33:37.400
0x0, 80051, 2618, 0.247457, -0.128185, 3.753258, 0.013349, 0.006387003, -0.002284002, 15:33:37.400
0x0, 80052, 2619, 0.231037, -0.144374, 3.758172, 0.012368, 0.006749004, -0.002580002, 15:33:37.400
0x0, 80053, 2620, 0.233156, -0.13699, 3.748899, 0.012917, 0.006979004, -0.002047002, 15:33:37.400
0x0, 80054, 2621, 0.203909, -0.147302, 3.740141, 0.012755, 0.007628001, -0.001521003, 15:33:37.400
0x0, 80055, 2622, 0.219477, -0.154172, 3.75584, 0.01284, 0.006240003, -0.002496, 15:33:37.400
0x0, 80056, 2623, 0.19972, -0.143125, 3.751394, 0.012436, 0.006533004, -0.002156001, 15:33:37.416
0x0, 80057, 2624, 0.205134, -0.154782, 3.759597, 0.013163, 0.00773, -0.001816001, 15:33:37.416
0x0, 80058, 2625, 0.204288, -0.149785, 3.746394, 0.013287, 0.007693, -0.002392001, 15:33:37.416
0x0, 80059, 2626, 0.231184, -0.133479, 3.755998, 0.013137, 0.007137001, -0.002299, 15:33:37.416
0x0, 80060, 2627, 0.197742, -0.127737, 3.759274, 0.012561, 0.007394999, -0.001975, 15:33:37.416
0x0, 80061, 2628, 0.212162, -0.134543, 3.759874, 0.01242, 0.006992005, -0.002196003, 15:33:37.416
0x0, 80062, 2629, 0.203209, -0.147289, 3.748705, 0.012835, 0.007018, -0.002530001, 15:33:37.416
0x0, 80063, 2630, 0.204587, -0.137822, 3.751913, 0.013347, 0.007031001, -0.001653001, 15:33:37.416
0x0, 80064, 2631, 0.207635, -0.128763, 3.761404, 0.013577, 0.007650003, -0.001642, 15:33:37.416
0x0, 80065, 2632, 0.216342, -0.135828, 3.764363, 0.013009, 0.008414, -0.002532002, 15:33:37.416
0x0, 80066, 2633, 0.225826, -0.128528, 3.733736, 0.01306099, 0.007872999, -0.002306003, 15:33:37.416
0x0, 80067, 2634, 0.201822, -0.135272, 3.75712, 0.012703, 0.007580005, -0.001891002, 15:33:37.416
0x0, 80068, 2635, 0.211307, -0.145783, 3.775834, 0.012492, 0.007102005, -0.001870003, 15:33:37.416
0x0, 80069, 2636, 0.196902, -0.147015, 3.736868, 0.012327, 0.006676003, -0.002269, 15:33:37.416
0x0, 80070, 2637, 0.21627, -0.135884, 3.752806, 0.012622, 0.006296001, -0.002178002, 15:33:37.416
0x0, 80071, 2638, 0.215057, -0.139332, 3.742777, 0.01292, 0.006797999, -0.002001002, 15:33:37.416
0x0, 80072, 2639, 0.219095, -0.128984, 3.760544, 0.01275299, 0.007181004, -0.002393, 15:33:37.416
0x0, 80073, 2640, 0.219959, -0.14008, 3.771569, 0.012814, 0.007275, -0.002524, 15:33:37.416
0x0, 80074, 2641, 0.216833, -0.149958, 3.744923, 0.01269, 0.007362999, -0.002860002, 15:33:37.416
0x0, 80075, 2642, 0.199392, -0.142103, 3.744557, 0.013616, 0.007444002, -0.001768, 15:33:37.416
0x0, 80076, 2643, 0.206713, -0.151191, 3.748906, 0.012573, 0.007805005, -0.001959, 15:33:37.416
0x0, 80077, 2644, 0.209197, -0.14687, 3.750501, 0.012683, 0.008103006, -0.002078, 15:33:37.416
0x0, 80078, 2645, 0.201691, -0.14019, 3.755336, 0.012988, 0.007371999, -0.001461003, 15:33:37.416
0x0, 80079, 2646, 0.207007, -0.125169, 3.777781, 0.012659, 0.006831005, -0.002590001, 15:33:37.416
0x0, 80080, 2647, 0.213154, -0.150392, 3.774698, 0.012227, 0.006930999, -0.001564, 15:33:37.416
0x0, 80081, 2648, 0.21216, -0.145047, 3.744744, 0.012965, 0.007236004, -0.002068002, 15:33:37.416
0x0, 80082, 2649, 0.228684, -0.134327, 3.758649, 0.012852, 0.007112004, -0.002266001, 15:33:37.416
0x0, 80083, 2650, 0.20172, -0.148964, 3.750946, 0.012751, 0.006882004, -0.002189003, 15:33:37.416
0x0, 80084, 2651, 0.199388, -0.137104, 3.728666, 0.012512, 0.00705, -0.002499003, 15:33:37.416
0x0, 80085, 2652, 0.20502, -0.141681, 3.733903, 0.01293, 0.007318005, -0.002477001, 15:33:37.416
0x0, 80086, 2653, 0.2123, -0.118208, 3.765324, 0.013121, 0.006574005, -0.002212003, 15:33:37.416
0x0, 80087, 2654, 0.207365, -0.136191, 3.753044, 0.01266, 0.007137999, -0.002836, 15:33:37.416
0x0, 80088, 2655, 0.227773, -0.116226, 3.761775, 0.012792, 0.007243, -0.001619, 15:33:37.416
0x0, 80089, 2656, 0.226719, -0.124171, 3.78482, 0.012772, 0.00795, -0.002501, 15:33:37.416
0x0, 80090, 2657, 0.218656, -0.15507, 3.774235, 0.012567, 0.007955, -0.001933001, 15:33:37.416
0x0, 80091, 2658, 0.226684, -0.13113, 3.806485, 0.01303, 0.007532001, -0.001936, 15:33:37.416
0x0, 80092, 2659, 0.20598, -0.142626, 3.788713, 0.012586, 0.007797003, -0.002356, 15:33:37.416
0x0, 80093, 2660, 0.238488, -0.12786, 3.741158, 0.013519, 0.006887004, -0.002395, 15:33:37.416
0x0, 80094, 2661, 0.212449, -0.141718, 3.768302, 0.01288, 0.006453, -0.00223, 15:33:37.416
0x0, 80095, 2662, 0.209829, -0.127899, 3.751498, 0.013008, 0.006875999, -0.002173003, 15:33:37.416
0x0, 80096, 2663, 0.221636, -0.11827, 3.758015, 0.012887, 0.007043004, -0.002021, 15:33:37.431
0x0, 80097, 2664, 0.222481, -0.115226, 3.762288, 0.012578, 0.007169999, -0.003056001, 15:33:37.431
0x0, 80098, 2665, 0.218049, -0.144205, 3.769276, 0.012375, 0.006921001, -0.002001002, 15:33:37.431
0x0, 80099, 2666, 0.206442, -0.14184, 3.764472, 0.012983, 0.007256001, -0.002408002, 15:33:37.431
0x0, 80100, 2667, 0.215557, -0.150906, 3.76009, 0.01299199, 0.007595003, -0.002517, 15:33:37.431
0x0, 80101, 2668, 0.199888, -0.147116, 3.758255, 0.013449, 0.007493004, -0.002414003, 15:33:37.821
0x0, 80102, 2669, 0.209531, -0.131978, 3.758061, 0.013119, 0.007334001, -0.002472002, 15:33:37.821
0x0, 80103, 2670, 0.217281, -0.142625, 3.760783, 0.012746, 0.007518001, -0.001960002, 15:33:37.821
0x0, 80104, 2671, 0.228501, -0.132685, 3.743634, 0.013178, 0.007745005, -0.002428003, 15:33:37.821
0x0, 80105, 2672, 0.212939, -0.123281, 3.773245, 0.012614, 0.007313006, -0.002263002, 15:33:37.821
0x0, 80106, 2673, 0.230557, -0.133168, 3.76258, 0.012897, 0.007369004, -0.002871003, 15:33:37.836
0x0, 80107, 2674, 0.190761, -0.151781, 3.768019, 0.012848, 0.007769004, -0.002741002, 15:33:37.836
0x0, 80108, 2675, 0.222012, -0.165966, 3.755894, 0.012846, 0.007229, -0.002595, 15:33:37.836
0x0, 80109, 2676, 0.210413, -0.165095, 3.763174, 0.01304699, 0.007440001, -0.001515001, 15:33:37.836
0x0, 80110, 2677, 0.212213, -0.132129, 3.723464, 0.013316, 0.006691001, -0.002491001, 15:33:37.836
0x0, 80111, 2678, 0.219066, -0.140138, 3.774273, 0.012682, 0.006900005, -0.002270002, 15:33:37.836
0x0, 80112, 2679, 0.214718, -0.114683, 3.762368, 0.012139, 0.006930001, -0.002011001, 15:33:37.836
0x0, 80113, 2680, 0.21495, -0.138135, 3.772147, 0.01255, 0.007126004, -0.002009001, 15:33:37.836
0x0, 80114, 2681, 0.229796, -0.142426, 3.758838, 0.012798, 0.007463001, -0.002036002, 15:33:37.836
0x0, 80115, 2682, 0.218245, -0.14907, 3.782846, 0.012866, 0.007461004, -0.001904, 15:33:37.836
0x0, 80116, 2683, 0.199476, -0.161341, 3.78056, 0.012761, 0.007803999, -0.001261, 15:33:37.836
0x0, 80117, 2684, 0.215226, -0.129979, 3.763842, 0.013105, 0.007979006, -0.001724001, 15:33:37.836
0x0, 80118, 2685, 0.223102, -0.146302, 3.778852, 0.013004, 0.008265004, -0.002579, 15:33:37.836
0x0, 80119, 2686, 0.231107, -0.130024, 3.781562, 0.01249599, 0.007757999, -0.002273001, 15:33:37.836
0x0, 80120, 2687, 0.192729, -0.129283, 3.780167, 0.012656, 0.007314004, -0.001449, 15:33:37.836
0x0, 80121, 2688, 0.200009, -0.131082, 3.757385, 0.012621, 0.006728999, -0.002368003, 15:33:37.836
0x0, 80122, 2689, 0.216762, -0.127049, 3.787278, 0.012539, 0.007537, -0.002744, 15:33:37.836
0x0, 80123, 2690, 0.206121, -0.125147, 3.765971, 0.013282, 0.007494003, -0.001981001, 15:33:37.836
